# rstack: amplitudes  shape=(nroots=16, nocc_full=16, nvirt=80)
# nfrozen=4 (rows 0..3 are zero)  nocc_active=12
# Each block: root N (1-based), energy, then nocc_full rows of nvirt values

# Root 1  E=0.2540383483 Ha  6.912739 eV
  0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000
  0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000
  0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000
  0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000
 -0.0000000008    0.0003145685    0.0000000015    0.0000000049   -0.0000000061    0.0000000510   -0.0000000059   -0.0101031292    0.0000000004   -0.0000000073    0.0000000395    0.0075366055    0.0000000193   -0.0000000135    0.0000000071   -0.0000000435   -0.0000000187   -0.0000000027    0.0000000003   -0.0000000266   -0.0042191069   -0.0000000326   -0.0000000098   -0.0000000115    0.0000000016    0.0000000095    0.0073786426    0.0000000024   -0.0000000111   -0.0000000069    0.0000000008   -0.0046642990   -0.0000000619   -0.0060337590   -0.0000000021   -0.0000000106    0.0000000152   -0.0000000156   -0.0000000046   -0.0000000151   -0.0000000156    0.0000000483    0.0000000063    0.0000000045   -0.0000000136   -0.0000000032   -0.0000000011   -0.0000000166   -0.0000000100   -0.0000000078   -0.0016218960   -0.0000000010   -0.0000000044    0.0006329240   -0.0000000010   -0.0000000041   -0.0000000190   -0.0000000317   -0.0000000064    0.0000000148    0.0000000103   -0.0002873456    0.0000000032   -0.0000000002    0.0000000196   -0.0000000395   -0.0000000074    0.0000000057    0.0000000059   -0.0000155705    0.0000000013    0.0000000408   -0.0000000008   -0.0000000020    0.0000000029   -0.0009345687   -0.0000000290    0.0004275957    0.0000000055    0.0000000086
 -0.0023095526   -0.0000000332    0.0000000156    0.0000000079   -0.0000000069   -0.0102359141    0.0000000003    0.0000000988    0.0000000069   -0.0000000009   -0.0078828681   -0.0000000755   -0.0000000545    0.0000000191   -0.0000000090    0.0000000205   -0.0000000062    0.0000000147    0.0000000193    0.0020654645    0.0000000128    0.0021190183    0.0000000013    0.0068596884   -0.0000000247   -0.0000000039   -0.0000000865    0.0000000075   -0.0000000014   -0.0000000047   -0.0000000220    0.0000000552    0.0091139070    0.0000000358   -0.0000000064   -0.0000000040    0.0000000373   -0.0000000275   -0.0000000073   -0.0000000034   -0.0000000359    0.0000000109    0.0000000026   -0.0000000025   -0.0000000144    0.0000000008    0.0000000064   -0.0000000045   -0.0001535266   -0.0017717623    0.0000000210   -0.0000000075    0.0000000015   -0.0000000049    0.0000000180    0.0000000051   -0.0000000272   -0.0000000188   -0.0000000070    0.0000000058    0.0004343827    0.0000000033   -0.0000000039    0.0000000051    0.0000000369   -0.0000000229   -0.0000000040    0.0000000080    0.0000565415    0.0000000056    0.0000000295   -0.0000000058    0.0000000047    0.0000000136    0.0009101851    0.0000000191   -0.0004567156   -0.0000000337   -0.0000000057   -0.0000000099
 -0.0000000148    0.0000000141   -0.0000000298    0.0000000032    0.0133775058    0.0000000228   -0.0000000106   -0.0000000062   -0.0000000115    0.0000000026   -0.0000000084    0.0000000511    0.0000000935   -0.0000000664    0.0000000113    0.0026315793    0.0047282228   -0.0000000074    0.0000000186    0.0000000298    0.0000000513   -0.0000000317    0.0000000112   -0.0000000195    0.0000000034    0.0043521901   -0.0000000200    0.0000000051    0.0000000046    0.0000000161   -0.0055939300   -0.0000000637    0.0000000312   -0.0000000913   -0.0000000014   -0.0000000122    0.0000000216    0.0000000053   -0.0000000275   -0.0000000122   -0.0000000267    0.0000262198    0.0000000148   -0.0000000122   -0.0000000167   -0.0000000117    0.0000000184   -0.0006227422   -0.0000001022   -0.0000000345    0.0000000466   -0.0000000127    0.0000000049   -0.0000001673   -0.0000000008   -0.0001327266   -0.0000000270    0.0002027800    0.0000000110    0.0000000123    0.0000000024   -0.0000000664   -0.0000000049    0.0000000014    0.0000000186    0.0002468527   -0.0000000302   -0.0000000010   -0.0000000317   -0.0000000202    0.0000000035    0.0000756249    0.0000000109    0.0000000108    0.0000000109    0.0000000561   -0.0000000450   -0.0000001012    0.0000000047   -0.0000000039
  0.0000001130   -0.0000000928    0.0154554761    0.0000000181   -0.0000001719   -0.0000000306   -0.0000000021   -0.0000000074   -0.0000000053    0.0000000033    0.0000000156   -0.0000000099   -0.0076991594   -0.0012560271    0.0000000147    0.0000000220   -0.0000000845   -0.0000000062    0.0023121540   -0.0000000511   -0.0000000584    0.0000000875   -0.0060030904    0.0000000547    0.0000000186   -0.0000000647   -0.0000000183   -0.0000000043    0.0000000028   -0.0000000096   -0.0000000127    0.0000000428   -0.0000000550   -0.0000000125   -0.0000000414    0.0000000024   -0.0000000028    0.0000000120    0.0000000290   -0.0000000626    0.0007834057   -0.0000000508   -0.0000000185    0.0000000338    0.0003008693   -0.0000000231    0.0000000146   -0.0000000342   -0.0000000998   -0.0000000300    0.0000000353    0.0000000134   -0.0000000196   -0.0000000465   -0.0000690166    0.0000000250    0.0000110115    0.0000000295    0.0000000077   -0.0000000068   -0.0000000385    0.0000000027    0.0000000054   -0.0000000031    0.0002230164    0.0000000617   -0.0000000103    0.0000000276   -0.0000000025   -0.0000000206   -0.0000515843    0.0000000034   -0.0000000036    0.0000000128    0.0000000564   -0.0000000270   -0.0000000743   -0.0000000136    0.0000000072   -0.0000000045
 -0.0000000172   -0.0000000028   -0.0000000248    0.0000000037    0.0000000026   -0.0000000037   -0.0000000133   -0.0000000100   -0.0000000681    0.0131185043    0.0000000329   -0.0000000136    0.0000000148    0.0000000035   -0.0000000092    0.0000000013   -0.0000000064   -0.0000000016    0.0000000026   -0.0000000111    0.0000000079   -0.0000000113    0.0000000030   -0.0000000068   -0.0000000013    0.0000000003   -0.0000000033   -0.0000000442    0.0000000041    0.0069545205    0.0000000152    0.0000000136   -0.0000000303    0.0000000029    0.0000000094   -0.0011380305    0.0000000111   -0.0000000144    0.0000000151    0.0006907668   -0.0000000194   -0.0000000014    0.0000000128    0.0011636379   -0.0000000041   -0.0000000030    0.0000000091    0.0000000046    0.0000000156    0.0000000114    0.0000000025   -0.0000000016   -0.0000000050   -0.0000000022    0.0000000050   -0.0000000012   -0.0000000208    0.0000000161    0.0000000095   -0.0000000128   -0.0000000093   -0.0000000025   -0.0000000143   -0.0001728247   -0.0000000007   -0.0000000067    0.0000000200    0.0000158055    0.0000000004    0.0000000012   -0.0000000022   -0.0000000008   -0.0000000017    0.0000000024   -0.0000000009    0.0000000067    0.0000000104   -0.0000000060   -0.0000000086   -0.0007702576
  0.0000000292   -0.0000000195   -0.0000000125   -0.0000000021    0.0000000064    0.0000000054    0.0000000025    0.0000000014    0.0144257348   -0.0000001028   -0.0000000035    0.0000000275    0.0000000095    0.0000000082    0.0000000065    0.0000000015    0.0000000027   -0.0000000123    0.0000000039    0.0000000031   -0.0000000142    0.0000000058   -0.0000000001   -0.0000000024    0.0000000084    0.0000000051    0.0000000102    0.0074547978   -0.0000000028   -0.0000000303    0.0000000079   -0.0000000231    0.0000000040   -0.0000000117    0.0010611901    0.0000000214    0.0000000058    0.0000000017   -0.0005389574   -0.0000000054   -0.0000000307   -0.0000000085   -0.0013203247   -0.0000000127   -0.0000000045   -0.0000000009    0.0000000025   -0.0000000042   -0.0000000061   -0.0000000052   -0.0000000091   -0.0000000049    0.0000000003    0.0000000183   -0.0000000046   -0.0000000000   -0.0000000104    0.0000000029   -0.0000000112    0.0000000103    0.0000000038   -0.0000000008    0.0001935474   -0.0000000147    0.0000000028    0.0000000067    0.0000181370   -0.0000000286    0.0000000007    0.0000000009    0.0000000053   -0.0000000003    0.0000000019   -0.0000000040    0.0000000024   -0.0000000052   -0.0000000077    0.0000000069   -0.0007731028    0.0000000245
